1417,﻿Cula Cuțui,Stronghold Cutui,Broșteni, Mehedinţi,﻿ФЕОДАЛНО ИМЕНИЕ КУЦУЙ,Броșтени, Мехединţи,44.760204,22.980387
1492,Mănăstirea Strehaia,Strehaia Monastery,Strehaia, Mehedinți,Манастирът Стрехая,Стрехаиа, Мехединțи,44.636467,23.204279
1493,Biserica Sfânta Parascheva,Church of St. Paraskeva,Strehaia, Mehedinţi,Църквата Света Параскева,Стрехаиа, Мехединţи,44.62647,23.218279
1494,Biserica Martirii Brâncovineni,Brancoveni Martyrs Church,Strehaia, Mehedinţi,Църквата Мъчениците на Буковина ,Стрехаиа, Мехединţи,44.63347,23.21728
1496,Mănăstirea Vodița,Vodita Monastery,Vodița, Mehedinți,Манастирът Водица,Водиțа, Мехединțи,44.607376,22.8084
1497,Ruinele Mănăstirii Vodița,Vodiţa Monastery Ruins,Vodița, Mehedinţi,Останките на манастира Водица,Водиțа, Мехединţи,44.619373,22.8014
1498,Biserica de lemn Sfinții Apostoli,Wooden Church of the Holy Apostles,Brebina, Mehedinți,Дървената църква Свети Апостоли,Бребина, Мехединțи,44.602375,22.805399
1499,Mănăstirea Baia de Aramă,Baia de Arama Monastery,Baia de Aramă, Mehedinți,Манастира Бая де Арама,Баиа де Арамъ, Мехединțи,45.009518,22.810518
1501,Biserica de lemn Sfântul Nicolae,Wooden Church St. Nicholas,Ponoarele, Mehedinți,Дървена църква Свети Николае,Поноареле, Мехединțи,44.965572,22.787716
1503,Biserica Sf. Apostoli,Church St. Apostles,Comănești, Mehedinți,Църква Св. Апостоли,Цомънеșти, Мехединțи,44.722435,22.890158
1505,Biserica Sfântul Nicolae,St. Nicholas Church,Costești, Mehedinți,Църквата Свети Николае,Цостеșти, Мехединțи,44.868805,23.308329
1506,Mănăstirea Coşuştei,Coşuştei Monastery, Firizu, Mehedinți,Манастира Кошущей – Кривелник, Фиризу, Мехединțи,44.615376,22.805399
1508,Mănăstirea Jiana,Jiana Monastery,Jiana, Mehedinți,Манастира Жиана,Йиана, Мехединțи,44.408535,22.695633
1509,Biserica Pogorârea Sfântului Duh,Pentecost Church,Gârla Mare, Mehedinți,Църквата Петдесетница,Гярла Маре, Мехединțи,44.210266,22.773678
1510,Biserica Sfântul Nicolae,Saint Nicholas Church,Pătulele, Mehedinți,Църквата Свети Николае,Пътулеле, Мехединțи,44.346786,22.789764
1511,Biserica Sfinții Apostoli Petru și Pavel,Saints Peter and Paul Church,Viașu, Mehedinți,Църквата Свети Апостоли Петру и Павел,Виаșу, Мехединțи,44.355785,22.779764
1285,BISERICA SFINTII VOIEVOZI,Church Holy Kings,AMARASTII DE JOS,DOLJ,﻿ЦЪРКВАТА СВЕТИ ПЪРВЕНЦИ,АМАРАСТИИ ДЕ ЙОС,ДОЛЙ,43.956524,24.177347
1286,BISERICA SFANTUL NICOLAE,St. Nicholas Church,AMARASTII DE SUS,DOLJ,﻿ЦЪРКВАТА СВЕТИ НИКОЛАЙ,АМАРАСТИИ ДЕ СУС,ДОЛЙ,43.981358,24.160372
1287,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,APELE VII,DOLJ,﻿ЦЪРКВАТА УСПЕНИЕ НА СВЕТА БОГОРОДИЦА,АПЕЛЕ ВИИ,ДОЛЙ,44.067234,24.064486
1288,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,BAILESTI,DOLJ,﻿ЦЪРКВАТА  УСПЕНИЕ БОГОРОДИЧНО,БАИЛЕСТИ,ДОЛЙ,44.016888,23.344435
1290,BISERICA SFANTUL NICOLAE,St. Nicholas Church,BAILESTI,DOLJ,﻿ЦЪРКВА СВЕТИ НИКОЛАЙ,БАИЛЕСТИ,ДОЛЙ,44.029884,23.345436
1296,MANASTIREA JITIANU,Jițianu Monastery,BRANISTE,DOLJ,МАНАСТИР ЖИТЯНУ,БРАНИСТЕ,ДОЛЙ,44.271606,23.790674
1297,BISERICA IZVORUL TAMADUIRII,The Healing Spring Church,CALAFAT,DOLJ,ЦЪРКВА ЛЕЧЕБНИЯ ИЗВОР,ЦАЛАФАТ,ДОЛЙ,43.990784,22.927643
1298,BISERICA SFANTUL NICOLAE,St. Nicholas Church,CALAFAT,DOLJ,ЦЪРКВА СВ. НИКОЛАЕЕ,ЦАЛАФАТ,ДОЛЙ,43.988785,22.938643
1307,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,CALAFAT,DOLJ,﻿ЦЪРКВАТА УСПЕНИЕ БОГОРОДИЧНО,ЦАЛАФАТ,ДОЛЙ,43.995785,22.939642
1308,MANASTIREA CARCEA,Cârcea Monastery,CARCEA,DOLJ,﻿МАНАСТИР КЪРЧА,ЦАРЦЕА,ДОЛЙ,44.268684,23.898436
1309,BISERICA INTRAREA MAICII DOMNULUI IN BISERICA,Church of the Mother of God in the Church,CELARU,DOLJ,﻿ЦЪРКВАТА ВЛИЗАНЕ НА БОЖИЯТА МАЙКА В ЦЪРКВАТА,ЦЕЛАРУ,ДОЛЙ,44.043713,24.144468
1310,BISERICA SFANTUL IOAN GURA DE AUR,Church of St. John Chrysostom,CERAT,DOLJ,﻿ЦЪРКВАТА СВЕТИ ЙОАН ЗЛАТОУСТ,ЦЕРАТ,ДОЛЙ,44.064148,23.669832
1314,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,COTOFENII DIN FATA,DOLJ,﻿Църквата Успение Богородично Коцофении,ЦОТОФЕНИИ ДИН ФАТА,ДОЛЙ,44.43009,23.625244
1321,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church Mântuleasa,CRAIOVA,DOLJ,﻿ЦЪРКВАТА УСПЕНИЕ БОГОРОДИЧНО,ЦРАИОВА,ДОЛЙ,44.307667,23.797998
1330,BISERICA SFANTUL ILIE,St. Elijah Church,CRAIOVA,DOLJ,﻿ЦЪРКВА СВЕТИ ИЛИЕ,ЦРАИОВА,ДОЛЙ,44.326664,23.793999
1345,ANSAMBLUL TOTI SFINTII,All Saints Ensemble,CRAIOVA,DOLJ,﻿АНСАМБЪЛА ВСИ СВЕТИИ,ЦРАИОВА,ДОЛЙ,44.312664,23.807
1354,BISERICA SFANTA TREIME,Holy Trinity Church,CRAIOVA,DOLJ,﻿ЦЪРКВАTA СВЕТА ТРОИЦА,ЦРАИОВА,ДОЛЙ,44.319664,23.800999
1358,BISERICA SFANTUL NICOLAE,St. Nicholas Church Dorobănția,CRAIOVA,DOLJ,﻿ЦЪРКВАТА СВЕТИ НИКОЛА,ЦРАИОВА,ДОЛЙ,44.313667,23.799
1359,BISERICA SFANTUL NICOLAE BRANDUSA,Brandusa Saint Nicholas Church,CRAIOVA,DOLJ,﻿ЦЪРКВАТА СВЕТИ НИКОЛА ОТ БРЪНДУША,ЦРАИОВА,ДОЛЙ,44.318665,23.799
1362,FOSTA MANASTIRE OBEDEANU,Former Monastery Obedeanu,CRAIOVA,DOLJ,﻿БИВШ МАНАСТИР ОБЕДЯНУ,ЦРАИОВА,ДОЛЙ,44.310665,23.803
1372,BISERICA SFINTII MIHAIL SI GAVRIIL,Church of the Holy Archangels Michael and Gabriel,CRAIOVA,DOLJ,﻿ЦЪРКВАТА СВЕТИ АРХАНГЕЛИ МИХАИЛ И ГАВРАИЛ,ЦРАИОВА,ДОЛЙ,44.321667,23.789999
1380,BISERICA SFANTUL DUMITRU,Saint Demetrius Church,CRAIOVA,DOLJ,﻿ЦЪРКВАTA СВЕТИ ДИМИТЪР,ЦРАИОВА,ДОЛЙ,44.308666,23.792
1383,BISERICA SFANTUL GHEORGHE CEL NOU,Church of St. George the New,CRAIOVA,DOLJ,﻿Църквата Свети Георги Нови,ЦРАИОВА,ДОЛЙ,44.322666,23.802
1387,BISERICA SFANTUL NICOLAE,St. Nicholas Church,DABULENI,DOLJ,ЦЪРКВАТА СВЕТИ НИКОЛАЕ,ДАБУЛЕНИ,ДОЛЙ,43.8046,24.112167
1388,BISERICA SFANTUL GHEORGHE,St. George Church,DABULENI,DOLJ,ЦЪРКВАТА СВЕТИ ГЕОРГЕ,ДАБУЛЕНИ,ДОЛЙ,43.7956,24.108168
1390,BISERICA SFANTUL DUMITRU,St. Demetrius Church,FILIASI,DOLJ,ЦЪРКВАТА СВЕТИ ДУМИТРУ,ФИЛИАСИ,ДОЛЙ,44.56311,23.529799
1392,BISERICA SFANTUL NICOLAE,St. Nicholas Church,FILIASI,DOLJ,ЦЪРКВАТА СВЕТИ НИКОЛАЕ,ФИЛИАСИ,ДОЛЙ,44.54811,23.5388
1394,BISERICA SFANTUL DIMITRIE,St. Demetrius Church,LEU,DOLJ,ЦЪРКВАТА СВЕТИ ДИМИТРИЕ,ЛЕУ,ДОЛЙ,44.189846,24.005783
1395,MANASTIREA MAGLAVIT,Maglavit Monastery,MAGLAVIT,DOLJ,МАНАСТИРЪТ МАГЛАВИТ,МАГЛАВИТ,ДОЛЙ,44.032284,23.099304
1397,BISERICA SFANTUL NICOLAE,St. Nicholas Church,MAGLAVIT,DOLJ,Църквата Свети Николае,МАГЛАВИТ,ДОЛЙ,44.042282,23.085304
1401,BISERICA CONSTANTIN SI ELENA,Constantine and Helen Church,MOTATEI,DOLJ,Църквата Константин и Елена,МОТАТЕИ,ДОЛЙ,44.096848,23.201384
1402,BISERICA SFANTUL NICOLAE,St. Nicholas Church,MOTATEI,DOLJ,Църквата Свети Николае,МОТАТЕИ,ДОЛЙ,44.089848,23.193384
1404,BISERICA SFANTUL NICOLAE,St. Nicholas Church,PERISOR,DOLJ,Църквата Свети Николае,ПЕРИСОР,ДОЛЙ,44.145214,23.490015
1406,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,RADOVAN,DOLJ,Църквата Успение Богородично,РАДОВАН,ДОЛЙ,44.15472,23.562704
1407,MANASTIREA SADOVA,Sadova Monastery,SADOVA,DOLJ,МАНАСТИРЪТ САДОВА,САДОВА,ДОЛЙ,43.905807,23.96517
1409,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,SEGARCEA,DOLJ,Църквата Успение Богородично,СЕГАРЦЕА,ДОЛЙ,44.103016,23.750505
1411,MANASTIREA SEGARCEA,Segarcea Monastery,SEGARCEA,DOLJ,МАНАСТИРЪТ СЕГАРЧЯ,СЕГАРЦЕА,ДОЛЙ,44.095016,23.758507
1568,BISERICA SFANTA PARASCHEVA,Church of St. Paraskeva,ALUNISU,OLT,﻿Църквата Света Параскева,АЛУНИСУ,ОЛТ,44.750072,24.527496
1569,BISERICA SFINTII VOIEVOZI,Church of Holy Voivodes,BABICIU,OLT,﻿Църквата Свети Първенци,БАБИЦИУ,ОЛТ,44.026955,24.563915
1571,BISERICA DE LEMN,Saint Nicholas Wooden Church,BALDOVINESTI,OLT,﻿Дървената църква,БАЛДОВИНЕСТИ,ОЛТ,44.300465,24.468822
1573,BISERICA CONSTANTIN SI ELENA,Constantine and Helen Church,BALS,OLT,﻿Църквата Константин и Елена,БАЛС,ОЛТ,44.34026,24.101213
1574,BISERICA SFANTUL DUMITRU,Saint Demetrius Church,BALS,OLT,﻿Църквата Свети Димитър,БАЛС,ОЛТ,44.34026,24.111214
1575,BISERICA SFANTA PARASCHEVA,Church of St. Paraskeva,BALS,OLT,﻿Църквата Света Параскева,БАЛС,ОЛТ,44.358257,24.113214
1576,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,BARASTII DE CEPTURI,OLT,﻿Църквата Успение Богородично,БАРАСТИИ ДЕ ЦЕПТУРИ,ОЛТ,44.399147,24.22742
1577,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,BREBENI,OLT,﻿Църквата Успение Богородично,БРЕБЕНИ,ОЛТ,44.366596,24.448853
1578,BISERICA SFANTUL NICOLAE,St. Nicholas Church,BREZAICA,OLT,﻿Църквата Свети Никола,БРЕЗАИЦА,ОЛТ,44.296467,24.459822
1579,Biserica Sfânta Parascheva,Church of St. Paraskeva,Câmpu Mare, Olt,﻿Църквата Света Параскева,Цямпу Маре, Олт,44.284466,24.467821
1580,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,CARACAL,OLT,﻿Църквата Успение Богородично,ЦАРАЦАЛ,ОЛТ,44.107643,24.354067
1581,BISERICA SFANTA TREIME,Holy Trinity Church,CARACAL,OLT,﻿Църквата Светата Троица,ЦАРАЦАЛ,ОЛТ,44.13664,24.351067
1582,BISERICA SFANTUL IOAN BOTEZATORUL,Church of St. John the Baptist,CARACAL,OLT,﻿Църква Свети Йоан Кръстител,ЦАРАЦАЛ,ОЛТ,44.12664,24.359066
1583,BISERICA SFANTUL VASILE,Church of St. Basil,CARACAL,OLT,﻿Църквата Свети Василий,ЦАРАЦАЛ,ОЛТ,44.11064,24.359066
1584,BISERICA TOTI SFINTII,All Saints Church,CARACAL,OLT,﻿Църква Вси Светии,ЦАРАЦАЛ,ОЛТ,44.11264,24.353065
1601,BISERICA SFANTUL DUMITRU,St. Demetrius Church,CEZIENI,OLT,﻿Църквата Свети Димитър,ЦЕЗИЕНИ,ОЛТ,44.19419,24.269068
1602,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,CHILIA,OLT,﻿Църквата Успение Богородично,ЧИЛИА,ОЛТ,44.291466,24.461823
1604,BISERICA SFANTUL NICOLAE,Saint Nicholas Church,CILIENI,OLT,﻿Църквата Свети Никола,ЦИЛИЕНИ,ОЛТ,44.18719,24.278069
1605,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,COLIBASI,OLT,﻿Църквата Успение Богородично,ЦОЛИБАСИ,ОЛТ,44.292465,24.460821
1606,BISERICA SFANTUL NICOLAE,Saint Nicholas Church,COMANCA,OLT,﻿Църквата Свети Никола,ЦОМАНЦА,ОЛТ,44.285465,24.454823
1609,BISERICA SFANTA TREIME,Holy Trinity Church,CORABIA,OLT,﻿Църква Света Троица,ЦОРАБИА,ОЛТ,43.780575,24.517017
1612,BISERICA SFANTUL SPIRIDON,Church of Saint Spiridon,CORABIA,OLT,﻿Църква Свети Спиридон,ЦОРАБИА,ОЛТ,43.792572,24.520018
1614,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,CORBENI,OLT,﻿Църквата Успение на Света Богородица,ЦОРБЕНИ,ОЛТ,44.292465,24.463821
1615,BISERICA INTAMPINAREA MAICII DOMNULUI,Candlemas Church,CURTISOARA,OLT,﻿Църквата Възнесение Господне,ЦУРТИСОАРА,ОЛТ,44.475662,24.34531
1617,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,DRAGANESTI-OLT,OLT,﻿Църквата Успение Богородично,ДРАГАНЕСТИ-ОЛТ,ОЛТ,44.16402,24.540009
1618,BISERICA SFANTUL NICOLAE,St. Nicholas Church,FAGETELU,OLT,﻿Църква Свети Николай,ФАГЕТЕЛУ,ОЛТ,44.757236,24.538963
1619,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,FILIE,OLT,﻿Църквата Успение на Света Богородица,ФИЛИЕ,ОЛТ,44.296467,24.46482
1620,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,FRUNZARU,OLT,﻿Църквата Успение на Света Богородица,ФРУНЗАРУ,ОЛТ,44.296467,24.467821
1622,BISERICA SFANTUL NICOLAE,Saint Nicholas Church,GIUVARASTI,OLT,﻿Църквата Свети Николаe,ГИУВАРАСТИ,ОЛТ,43.800507,24.693104
1623,BISERICA SFANTUL NICOLAE,St. Nicholas Church,GOSTAVATU,OLT,﻿Църквата Свети Николай,ГОСТАВАТУ,ОЛТ,44.08134,24.526617
1625,BISERICA SFINTII VOIEVOZI,Church Saint Voivodes,HOTARANI,OLT,﻿Църквата Светите Воеводи,ХОТАРАНИ,ОЛТ,44.301464,24.466822
1626,BISERICA SFANTA PARASCHEVA,Church of St. Paraskeva,IANCU JIANU,OLT,﻿Църквата Света Параскева,ИАНЦУ ЙИАНУ,ОЛТ,44.503227,24.03741
1627,BISERICA ADORMIREA MAICII DOMNULUI,Holy Trinity Church,IZVOARELE,OLT,﻿Църквата Света Троица,ИЗВОАРЕЛЕ,ОЛТ,44.26324,24.524494
1628,BISERICA SFANTA PARASCHEVA,Church of St. Paraskeva,IZVORU,OLT,﻿Църквата Света Петка,ИЗВОРУ,ОЛТ,44.350212,23.753119
1630,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,LIICENI,OLT,﻿Църквата Успение на Света Богородица,ЛИИЦЕНИ,ОЛТ,44.298466,24.456821
1632,BISERICA SFINTII APOSTOLI,Holy Apostles Church,MAMURA,OLT,﻿Църквата Свети Апостоли,МАМУРА,ОЛТ,44.289467,24.45082
1633,BISERICA DE LEMN,Wooden Church of Pious Parascheva,MOMAIU,OLT,﻿Дървената църква,МОМАИУ,ОЛТ,44.287464,24.46482
1634,BISERICA SFANTUL NICOLAE,Saint Nicholas Church,OBOGA,OLT,﻿Църквата Свети Николай,ОБОГА,ОЛТ,44.42727,24.084362
1635,MANASTIREA CALUIU,Caluiu Monastery,OBOGA,OLT,﻿Манастирът Кълуйу,ОБОГА,ОЛТ,44.41827,24.078362
1636,BISERICA SFANTA PARASCHEVA,Church of St. Parascheva,OPTASANI,OLT,﻿Църквата Света Параскева,ОПТАСАНИ,ОЛТ,44.582405,24.649883
1637,CIMITIRUL VESEL,Happy Cemetery,PIETRIS,OLT,﻿Гробище Света Троица,ПИЕТРИС,ОЛТ,44.364784,24.28607
1638,BISERICA SFINTII VOIEVOZI,Church Holy Kings,PLESOIU,OLT,﻿Църквата Свети Първенци,ПЛЕСОИУ,ОЛТ,44.457546,24.270054
1640,BISERICA DE LEMN,Wooden Church of St. John the Baptist,PRISACA,OLT,﻿Дървената църква,ПРИСАЦА,ОЛТ,44.520466,24.439873
1641,BISERICA SFANTUL NICOLAE,St. Nicholas Church,PROFA,OLT,﻿Църквата Свети Николай,ПРОФА,ОЛТ,44.747064,24.578595
1644,BISERICA SFANTUL NICOLAE,Saint Nicholas Church,RESCA,OLT,﻿Църквата Свети Николае,РЕСЦА,ОЛТ,44.064724,24.30708
1646,BISERICA DE LEMN RUSANESTI,Wooden Church of St. John the Baptist,RUSANESTI,OLT,﻿Дървената църква,РУСАНЕСТИ,ОЛТ,43.94082,24.595652
1647,BISERICA SFINTII MARTIRI BRANCOVENI,Holy Brâncoveni Martyrs Church,RUSANESTI,OLT,﻿Църквата Свети Мъченици Брънковени,РУСАНЕСТИ,ОЛТ,43.93782,24.592651
1648,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,SAMBURESTI,OLT,﻿Църквата Успение на Света Богородица,САМБУРЕСТИ,ОЛТ,44.809174,24.396557
1649,BISERICA STANULEASA,Saint Demetrius Church,SAMBURESTI,OLT,﻿Църквата Стънуляса,САМБУРЕСТИ,ОЛТ,44.803173,24.388557
1650,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,SCARISOARA,OLT,﻿Църквата Успение на Света Богородица,СЦАРИСОАРА,ОЛТ,43.992584,24.576414
1651,BISERICA BAPTISTA,Baptist Church,SCORNICESTI,OLT,﻿Баптистката църква,СЦОРНИЦЕСТИ,ОЛТ,44.60258,24.54553
1653,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,SCORNICESTI,OLT,﻿Църквата Успение Богородично,СЦОРНИЦЕСТИ,ОЛТ,44.60758,24.539532
1654,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,SLATINA,OLT,﻿Църквата Успение Богородично,СЛАТИНА,ОЛТ,44.439335,24.366667
1655,BISERICA NASTEREA MAICII DOMNULUI,Virgin Birth Church,SLATINA,OLT,﻿Църквата Рождество Богородично,СЛАТИНА,ОЛТ,44.430336,24.366667
1656,BISERICA ADVENTISTA,Adventist Church,SLATINA,OLT,﻿Адвентистк църква,СЛАТИНА,ОЛТ,44.431335,24.368668
1657,BISERICA SFANTA TREIME,Holy Trinity Church,SLATINA,OLT,﻿Църквата Света Троица,СЛАТИНА,ОЛТ,44.443333,24.362667
1658,BISERICA SFANTUL IOAN BOTEZATORUL,Church of St. John the Baptist,SLATINA,OLT,﻿Църквата Свети Йоан Кръстител,СЛАТИНА,ОЛТ,44.442333,24.361668
1659,BISERICA SFINTII CONSTANTIN SI ELENA,Church of Saints Constantine and Helena,SLATINA,OLT,﻿Църквата Светиите Константин и Елена,СЛАТИНА,ОЛТ,44.431335,24.370667
1660,BISERICA SFINTII VOIEVOZI,Church Saint Voivodes,SLATINA,OLT,﻿Църквата Свети Първенци,СЛАТИНА,ОЛТ,44.433334,24.360666
1661,BISERICA SFANTUL NICOLAE COASTA,Saint Nicholas Church Coast,SLATINA,OLT,﻿Църквата Свети Николай,СЛАТИНА,ОЛТ,44.433334,24.368668
1667,CATEDRALA SLATINA,Slatina Cathedral,SLATINA,OLT,﻿Катедрала Слатина,СЛАТИНА,ОЛТ,44.425335,24.365667
1671,MANASTIREA CLOCOCIOV,Clocociov Monastery,SLATINA,OLT,﻿Манастира Клокочов,СЛАТИНА,ОЛТ,44.442333,24.358667
1679,SCHITUL STREHARET,Strehăreț Hermitage,SLATINA,OLT,﻿Обител Стрехърец,СЛАТИНА,ОЛТ,44.433334,24.363667
1685,BISERICA ADORMIREA MAICII DOMNULUI,Nativity of the Theotokos Church,SPRANCEANA,OLT,﻿Църквата Рождество Богородично,СПРАНЦЕАНА,ОЛТ,44.0446,24.65246
1686,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,STEFANESTI,OLT,﻿Църквата Успение Богородично,СТЕФАНЕСТИ,ОЛТ,44.289467,24.468822
1687,BISERICA DE LEMN,Wooden Church,STEFANESTI,OLT,﻿Дървена църква,СТЕФАНЕСТИ,ОЛТ,44.292465,24.452822
1688,Ansamblul Bisericii Sfinților Voievozi,Saint Voivodes Church Ensemble,Ștefănești, Olt,﻿Ансамбъл на Църквата Светите Първенци,Șтефънеșти, Олт,44.297466,24.456821
1689,BISERICA SFANTA PARASCHEVA,Church of St. Paraskeva,TATULESTI,OLT,﻿Църквата Света Параскева,ТАТУЛЕСТИ,ОЛТ,44.64478,24.609385
1690,BISERICA SFANTUL GHEORGHE DE JOS,Lower Saint George Church,TATULESTI,OLT,﻿Долна Църква Свети Георги,ТАТУЛЕСТИ,ОЛТ,44.63578,24.609385
1691,BISERICA SFANTUL NICOLAE,Saint Nicholas Church,TIA MARE,OLT,﻿Църквата Свети Николай,ТИА МАРЕ,ОЛТ,43.866707,24.63105
1692,BISERICA SFANTUL GRIGORE DECAPOLITUL,Church of St. Gregory Decapolite,GROJDIBODU,OLT,﻿Църква Свети Григорий Декаполит,ГРОЙДИБОДУ,ОЛТ,43.75713,24.262543
1693,BISERICA SFANTUL IOAN BOTEZATORUL,Saint John the Baptist Church,REDEA,OLT,﻿Църквата Свети Йоан Кръстител,РЕДЕА,ОЛТ,44.054726,24.312078
1694,BISERICA SFINTII VOIEVOZI,Church Saint Voivodes,CIOROIU,OLT,﻿Църква Свети князе,ЦИОРОИУ,ОЛТ,44.298466,24.46482
1695,BISERICA SFANTUL GHEORGHE,St. George Church,OSICA DE SUS,OLT,﻿Църквата Свети Георги,ОСИЦА ДЕ СУС,ОЛТ,44.243,24.281279
1696,BISERICA SFANTUL NICOLAE,Saint Nicholas Church,FALCOIU,OLT,﻿Църквата Свети Николай,ФАЛЦОИУ,ОЛТ,44.22907,24.370718
1699,BISERICA SFANTUL NICOLAE,St. Nicholas Church,PIATRA OLT,OLT,﻿Църквата Свети Николай,ПИАТРА ОЛТ,ОЛТ,44.35507,24.267675
1702,MANASTIREA BRANCOVENI,Brâncoveni Monastery,BRANCOVENI,OLT,﻿Манастир Брънковен,БРАНЦОВЕНИ,ОЛТ,44.306355,24.30484
1703,Mănăstirea Seaca Mușetești – Poboru,Seaca-Mușetești Monastery,SEACA,OLT,﻿Манастир Сяка Мушетещ,СЕАЦА,ОЛТ,44.153038,24.761545
1704,Biserica Sfânta Treime,Holy Trinity Church, Cepari, Olt,Църквата Света Троица – Кърлоган, Цепари, Олт,44.402145,24.237421
1705,Biserica Sfântul Nicolae,Saint Nicholas Church, Maldăr, Olt,﻿Църквата Свети Никола, Малдър, Олт,44.291466,24.46482
1707,Biserica Sfântul Nicolae – Cungrea,Saint Nicholas Church,Cungrea,OLT,﻿Църквата Свети Никола,Цунгреа,ОЛТ,44.668747,24.380205
1709,Biserica Sfântul Gheorghe,St. George Church, Runcu Mare, Olt,Църквата Свети Георги, Рунцу Маре, Олт,44.41151,25.632925
1710,Biserica Adormirea Maicii Domnului,Assumption Church, Afumați, Olt,﻿Църквата Успение Богородично, Афумаțи, Олт,44.282467,24.45782
1711,Biserica Adormirea Maicii Domnului – Leleasca,Assumption Church,Leleasca,OLT,﻿Църквата Успение Богородично,Лелеасца,ОЛТ,44.800728,24.476875
1712,Biserica Sfântul Dumitru,Saint Demetrius Church,Milcov Deal, Olt,﻿Църквата Свети Димитър,Милцов Деал, Олт,44.285465,24.45782
1713,Biserica Sfinții Voievozi,Church Saint Voivodes,Ulmi, Olt,﻿Църквата Свети Първенци,Улми, Олт,44.36092,24.377008
1714,Biserica Cuvioasa Paraschiva,Pious Parascheva Church, Poiana Mare, Olt,Църквата Благочестива Параскива, Поиана Маре, Олт,43.926476,23.077345
1715,Biserica Sfântul Nicolae – Orlea,Saint Nicholas Church,Orlea,OLT,Църквата Свети Николай,Орлеа,ОЛТ,43.75596,24.37453
1716,Biserica de lemn Adormirea Maicii Domnului,Wooden Church of Assumption, Magura, Olt,﻿Дървена църква Успение Богородично, Магура, Олт,44.282467,24.465822
1717,Biserica de lemn Sfântul Nicolae,Wooden Church of St. Nicholas, Perieții de Jos, Olt,﻿Дървена църква Свети Никола, Периеțии де Йос, Олт,44.301464,24.459822
1718,Fostul schit Deleni,Former Hermitage Deleni, Deleni, Olt,﻿Бившата обител Делен, Делени, Олт,44.292465,24.449821
1719,Biserica de lemn Cuvioasa Paraschiva,Wooden Church of Pious Parascheva, Gojgărei, Olt,Дървената църква Благочестива Параскева, Гойгъреи, Олт,44.299465,24.451822
1720,Biserica Sfântul Gheorghe – Tufeni,St. George Church,Tufeni,OLT,﻿Църквата Свети Георги,Туфени,ОЛТ,44.32909,24.785696
1519,CATEDRALA SFANTUL ALEXANDRU,Episcopal Cathedral of St. Alexander,ALEXANDRIA,TELEORMAN,﻿Катедралата Св. Александър,АЛЕХАНДРИА,ТЕЛЕОРМАН,44.00289,25.232126
1520,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,ALEXANDRIA,TELEORMAN,﻿Църква Успение Богородично,АЛЕХАНДРИА,ТЕЛЕОРМАН,44.01289,25.217125
1521,BISERICA SFINTII APOSTOLI PETRU SI PAVEL,Saints Peter and Paul Church,ALEXANDRIA,TELEORMAN,﻿Църквата Свети Апостоли Петър и Павел,АЛЕХАНДРИА,ТЕЛЕОРМАН,44.00389,25.217125
1526,BISERICA ADORMIREA MAICII DOMNULUI,Assumption Church,BALACI,TELEORMAN,﻿Църквата Успение Богородично,БАЛАЦИ,ТЕЛЕОРМАН,44.329395,24.908344
1527,MANASTIREA SFANTUL PANTELIMON,Monastery of St. Panteleimon,BALACI,TELEORMAN,﻿Манастирът на Свети Пантелеймон,БАЛАЦИ,ТЕЛЕОРМАН,44.332394,24.915344
1528,RUINELE MANASTIRII,Baldovineşti Monastery Ruins,BALDOVINESTI,TELEORMAN,﻿Манастирски руини,БАЛДОВИНЕСТИ,ТЕЛЕОРМАН,44.061245,25.21348
1529,BISERICA DE LEMN,Wooden Church St. Pious Parascheva,BUJORENI,TELEORMAN,﻿Дървена църква,БУЙОРЕНИ,ТЕЛЕОРМАН,44.116642,25.646008
1530,BISERICA SFANTUL DUMITRU,St. Demetrius Church,COSETENI,TELEORMAN,﻿Църквата Свети Димитър,ЦОСЕТЕНИ,ТЕЛЕОРМАН,44.06024,25.22148
